Player,Stats_from,Age,MPG,PPG,PER,TOPG,PFG,2017_2018 Salary
Courtney Lee,2016.0,30.0,29.544303797468356,9.632911392405063,11.5,0.9113924050632911,1.6962025316455696,11.74789
Alex Len,2016.0,22.0,23.346153846153847,9.012820512820513,12.4,1.858974358974359,2.948717948717949,4.187599
Kawhi Leonard,2016.0,24.0,33.05555555555556,21.15277777777778,26.0,1.4583333333333333,1.8472222222222223,18.868625
Meyers Leonard,2016.0,23.0,21.852459016393443,8.37704918032787,11.3,1.2622950819672132,3.0,9.904495
Jon Leuer,2016.0,26.0,18.73134328358209,8.462686567164178,16.2,1.1194029850746268,1.8656716417910448,10.497319
Damian Lillard,2016.0,25.0,35.68,25.053333333333335,22.2,3.2266666666666666,2.2,26.153057
Jeremy Lin,2016.0,27.0,26.256410256410255,11.717948717948717,13.8,1.9230769230769231,2.1153846153846154,12.0
Shaun Livingston,2016.0,30.0,19.487179487179485,6.256410256410256,13.8,1.0,1.794871794871795,7.692308
Kevon Looney,2016.0,19.0,4.2,1.8,18.6,0.2,0.4,1.471382
Brook Lopez,2016.0,27.0,33.657534246575345,20.561643835616437,21.7,2.3972602739726026,2.9452054794520546,22.64235
Robin Lopez,2016.0,27.0,27.0609756097561,10.268292682926829,17.6,1.6219512195121952,2.2195121951219514,13.7885
Kevin Love,2016.0,27.0,31.48051948051948,16.025974025974026,19.0,1.844155844155844,2.064935064935065,22.64235
Kyle Lowry,2016.0,29.0,37.02597402597402,21.22077922077922,22.2,2.9220779220779223,2.74025974025974,28.703704
Trey Lyles,2016.0,20.0,17.275,6.1,11.6,0.8125,1.425,2.4414
Shelvin Mack,2016.0,25.0,20.346153846153847,8.615384615384615,13.6,1.8269230769230769,1.3846153846153846,6.0
Ian Mahinmi,2016.0,29.0,25.577464788732396,9.295774647887324,16.6,1.408450704225352,3.0985915492957745,16.661641
Boban Marjanovic,2016.0,27.0,9.407407407407407,5.5,27.7,0.5370370370370371,1.0,7.0
Jarell Martin,2016.0,21.0,14.074074074074074,5.666666666666667,14.0,0.7037037037037037,2.1481481481481484,1.471382
Kevin Martin,2016.0,32.0,19.90909090909091,9.345454545454546,11.5,0.9818181818181818,1.509090909090909,1.360305
Wesley Matthews,2016.0,29.0,33.8974358974359,12.525641025641026,10.9,1.0,2.2948717948717947,17.884176
C.J. McCollum,2016.0,24.0,34.75,20.825,17.7,2.45,2.3375,23.962573
T.J. McConnell,2016.0,23.0,19.82716049382716,6.08641975308642,14.5,1.728395061728395,1.4074074074074074,1.471382
Chris McCullough,2016.0,20.0,15.083333333333334,4.666666666666667,12.2,0.625,1.625,1.471382
K.J. McDaniels,2016.0,22.0,6.351351351351352,2.4054054054054053,10.6,0.4594594594594595,0.8108108108108109,0.1
Doug McDermott,2016.0,24.0,22.97530864197531,9.432098765432098,10.9,0.654320987654321,1.5679012345679013,3.294994
JaVale McGee,2016.0,28.0,10.882352941176471,5.0588235294117645,19.9,0.6176470588235294,1.4411764705882353,2.116955
Ben McLemore,2016.0,22.0,21.220588235294116,7.8088235294117645,8.6,1.4558823529411764,2.0588235294117645,5.2
Josh McRoberts,2016.0,28.0,14.166666666666666,3.5714285714285716,9.9,0.7142857142857143,1.619047619047619,6.021175
Jodie Meeks,2016.0,28.0,14.333333333333334,7.333333333333333,13.5,0.3333333333333333,0.6666666666666666,3.29
Salah Mejri,2016.0,29.0,11.676470588235293,3.676470588235294,16.8,0.6764705882352942,1.588235294117647,1.471382
Jordan Mickey,2016.0,21.0,3.5625,1.3125,15.3,0.0625,0.3125,1.471382
Khris Middleton,2016.0,24.0,36.10126582278481,18.151898734177216,16.8,2.278481012658228,2.5822784810126582,14.1
C.J. Miles,2016.0,28.0,22.875,11.765625,14.0,1.09375,2.21875,7.936509
Patty Mills,2016.0,27.0,20.51851851851852,8.518518518518519,14.6,0.9382716049382716,1.2592592592592593,10.714286
Paul Millsap,2016.0,30.0,32.67901234567901,17.098765432098766,21.3,2.3580246913580245,2.925925925925926,31.269231
Nikola Mirotic,2016.0,24.0,24.939393939393938,11.772727272727273,15.6,1.5454545454545454,2.287878787878788,12.5
Greg Monroe,2016.0,25.0,29.29113924050633,15.316455696202532,21.8,1.6329113924050633,2.0632911392405062,17.884176
Luis Montero,2016.0,22.0,3.5,1.1666666666666667,-2.7,0.3333333333333333,0.08333333333333333,0.05
E'Twaun Moore,2016.0,26.0,21.406779661016948,7.508474576271187,11.4,0.8983050847457628,1.7457627118644068,8.445024
Eric Moreland,2016.0,24.0,6.0,1.0,7.4,0.375,0.5,1.739333
Marcus Morris,2016.0,26.0,35.7,14.1375,12.7,1.75,2.125,5.0
